recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,uplift_score
4,3) $200 - $350,297.67,1,0,Rural,0,Web,Womens E-Mail,1,1,244.15,1,0.5599999999999999
12,1) $0 - $100,96.36,0,1,Urban,0,Web,Womens E-Mail,1,1,29.99,1,0.55
11,3) $200 - $350,287.23,1,0,Rural,0,Multichannel,Womens E-Mail,1,1,45.83,1,0.55
2,4) $350 - $500,467.1,1,1,Surburban,0,Web,Womens E-Mail,1,1,29.99,1,0.5499999999999999
1,1) $0 - $100,96.92,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.53
5,4) $350 - $500,385.13,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.52
1,3) $200 - $350,202.57,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.51
5,4) $350 - $500,495.82,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.5
2,4) $350 - $500,385.24,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.49
1,1) $0 - $100,95.09,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.48
4,4) $350 - $500,429.35,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.47
12,2) $100 - $200,137.42,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.47
1,1) $0 - $100,79.5,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.47
1,1) $0 - $100,60.05,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.46
1,2) $100 - $200,102.23,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.45
10,2) $100 - $200,169.63,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.45
8,4) $350 - $500,407.24,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.44
1,2) $100 - $200,102.33,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.44
9,2) $100 - $200,171.43,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.44
12,2) $100 - $200,128.42,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.44
4,3) $200 - $350,298.75,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.44
10,2) $100 - $200,168.5,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.41
3,3) $200 - $350,313.37,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.4
2,3) $200 - $350,281.36,1,0,Surburban,0,Web,Womens E-Mail,1,1,29.99,1,0.4
1,2) $100 - $200,184.28,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.39
3,3) $200 - $350,301.41,1,0,Rural,0,Web,No E-Mail,1,0,0.0,0,0.39
10,3) $200 - $350,202.22,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.39
2,4) $350 - $500,498.12,1,0,Urban,0,Web,Womens E-Mail,1,1,29.99,1,0.38999999999999996
10,2) $100 - $200,170.47,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.38
9,1) $0 - $100,34.77,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.37
1,4) $350 - $500,388.61,0,1,Urban,0,Multichannel,Womens E-Mail,1,1,88.56,1,0.36
5,1) $0 - $100,42.43,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.36
9,2) $100 - $200,183.38,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.35
1,4) $350 - $500,490.84,1,0,Urban,0,Multichannel,No E-Mail,1,0,0.0,0,0.33
11,2) $100 - $200,166.32,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.33
9,1) $0 - $100,55.03,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.3
5,1) $0 - $100,48.34,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.3
5,1) $0 - $100,49.1,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.3
10,2) $100 - $200,129.49,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.3
10,2) $100 - $200,129.78,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.3
9,1) $0 - $100,55.32,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.3
4,3) $200 - $350,291.15,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.29
4,4) $350 - $500,442.72,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.28
2,4) $350 - $500,478.69,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.28
9,1) $0 - $100,35.77,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.28
10,2) $100 - $200,165.47,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.28
2,3) $200 - $350,283.42,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.28
1,1) $0 - $100,71.61,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.27
5,1) $0 - $100,42.22,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.27
1,4) $350 - $500,407.48,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.26
8,1) $0 - $100,74.96,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.26
6,2) $100 - $200,175.95,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.26
3,3) $200 - $350,281.77,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.26
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,1,108.32,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,1,194.41,1,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.2548063603063603
9,2) $100 - $200,192.17,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.25
3,3) $200 - $350,282.11,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.25
9,2) $100 - $200,170.35,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.25
5,3) $200 - $350,206.15,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.25
4,3) $200 - $350,306.87,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.24
1,4) $350 - $500,482.75,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.24
7,2) $100 - $200,191.69,0,1,Rural,0,Web,No E-Mail,1,0,0.0,0,0.24
4,4) $350 - $500,449.21,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.24
9,1) $0 - $100,36.69,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.23
9,2) $100 - $200,197.55,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.23
10,2) $100 - $200,169.92,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.23
9,1) $0 - $100,36.55,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.23
9,3) $200 - $350,290.75,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.22
10,3) $200 - $350,268.81,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.22
4,2) $100 - $200,143.77,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.22
5,2) $100 - $200,142.38,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.22
4,1) $0 - $100,66.56,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.22
2,1) $0 - $100,96.49,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.22
3,1) $0 - $100,43.74,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.22
7,3) $200 - $350,287.14,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.22
1,1) $0 - $100,85.17,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.22
10,3) $200 - $350,268.44,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.22
12,3) $200 - $350,200.85,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.21
1,4) $350 - $500,498.65,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.21
4,4) $350 - $500,426.91,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.21
2,1) $0 - $100,96.72,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.21
4,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.20652417027417017
4,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.20652417027417017
4,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.20652417027417017
4,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.20652417027417017
4,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,1,1,210.44,1,0.20652417027417017
4,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.20652417027417017
4,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.20652417027417017
4,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.20652417027417017
8,2) $100 - $200,193.44,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.2
7,1) $0 - $100,34.98,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.2
4,3) $200 - $350,312.2,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.2
12,3) $200 - $350,211.0,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.2
2,2) $100 - $200,180.61,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.2
10,1) $0 - $100,52.39,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.2
2,1) $0 - $100,50.6,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.2
6,1) $0 - $100,89.21,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.2
12,1) $0 - $100,54.61,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.2
1,2) $100 - $200,101.26,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.19999999999999998
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,1,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,1,242.28,1,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.19398290598290602
5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.19398290598290602
9,1) $0 - $100,61.71,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.19
11,2) $100 - $200,170.3,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0,1,0.19
1,1) $0 - $100,84.96,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1,0.19
9,1) $0 - $100,37.16,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.19
2,3) $200 - $350,204.55,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.19
3,4) $350 - $500,439.26,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.19
1,2) $100 - $200,100.79,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0,1,0.18
4,1) $0 - $100,51.38,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.18
6,2) $100 - $200,184.26,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.18
2,1) $0 - $100,97.11,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.18
3,3) $200 - $350,280.98,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.18
2,2) $100 - $200,179.99,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.18
1,1) $0 - $100,75.14,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.18
4,3) $200 - $350,210.05,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.18
9,3) $200 - $350,276.01,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.17
12,3) $200 - $350,205.03,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0,1,0.17
2,1) $0 - $100,47.69,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.17
10,3) $200 - $350,268.21,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.17
1,4) $350 - $500,484.83,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.17
6,2) $100 - $200,177.12,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,1,0.17
8,3) $200 - $350,265.61,1,0,Urban,0,Multichannel,No E-Mail,1,0,0.0,0,0.17
4,1) $0 - $100,49.66,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0,1,0.17
11,3) $200 - $350,291.5,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.17
2,1) $0 - $100,47.28,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.17
9,4) $350 - $500,435.2,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.0,1,0.17
1,4) $350 - $500,483.85,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.17
1,3) $200 - $350,284.82,1,0,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0,1,0.16999999999999998
4,3) $200 - $350,303.12,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.16
11,2) $100 - $200,161.64,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0,1,0.16
1,1) $0 - $100,98.49,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,1,0.16
2,4) $350 - $500,429.69,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.16
1,1) $0 - $100,98.96,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.16
7,3) $200 - $350,295.07,1,1,Urban,0,Phone,Womens E-Mail,1,0,0.0,1,0.16
6,1) $0 - $100,62.18,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.16
11,4) $350 - $500,457.74,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.16
11,4) $350 - $500,461.14,1,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0,1,0.16
5,4) $350 - $500,379.45,1,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0,1,0.15000000000000002
10,1) $0 - $100,46.73,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.15
9,2) $100 - $200,106.77,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.15
7,1) $0 - $100,30.76,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.15
8,3) $200 - $350,276.65,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.15
1,3) $200 - $350,206.05,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.15
8,3) $200 - $350,276.91,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0,1,0.15
10,3) $200 - $350,284.59,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.15
1,1) $0 - $100,62.16,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0,1,0.15
9,2) $100 - $200,190.55,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.15
3,4) $350 - $500,431.87,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.15
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,1,0.14861594107646733
